This file was created by CMPT_ME_BEME_RETS_WEEKLY using the 202007 CRSP database.
The Tbill return is the weekly rate that, over four weeks, 
compounds to 1-month TBill rate from Ibbotson and Associates Inc.

,Mkt-RF,SMB,HML,RF
19981023,    1.96,    6.49,   -1.77,   0.081
19981030,    2.95,    0.50,   -0.32,   0.081
19981106,    4.21,    2.09,   -1.09,   0.077
19981113,   -1.42,   -0.92,    0.60,   0.077
19981120,    3.06,   -1.84,   -1.59,   0.077
19981127,    2.52,    0.47,   -1.52,   0.077
19981204,   -1.34,    0.14,    0.38,   0.094
19981211,   -1.08,    0.38,   -0.88,   0.094
19981218,    1.62,   -1.41,   -0.74,   0.094
19981224,    3.21,   -0.62,   -2.09,   0.094
19981231,    1.21,    2.69,   -0.40,   0.094
19990108,    3.42,   -0.97,    0.31,   0.088
19990115,   -2.31,    2.02,   -0.54,   0.088
19990122,   -1.46,    0.94,   -0.33,   0.088
19990129,    3.95,   -1.89,   -3.31,   0.088
19990205,   -3.19,   -0.45,    0.57,   0.089
19990212,   -1.22,   -2.05,    0.02,   0.089
19990219,    0.33,   -2.89,    1.03,   0.089
19990226,   -0.01,   -0.36,   -0.36,   0.089
19990305,    2.68,   -2.41,   -0.31,   0.106
19990312,    1.35,   -1.18,   -0.67,   0.106
19990319,    0.16,   -1.39,    0.34,   0.106
19990326,   -1.23,    0.83,   -0.44,   0.106
19990401,    0.99,    0.32,   -1.75,   0.093
19990409,    3.76,   -0.83,   -2.07,   0.093
19990416,   -1.53,    3.38,    3.73,   0.093
19990423,    2.84,   -0.45,   -0.78,   0.093
19990430,   -1.27,    1.71,    1.41,   0.093
19990507,    0.35,   -1.10,    1.99,   0.085
19990514,   -0.13,    2.41,   -0.59,   0.085
19990521,   -0.37,    1.94,    0.59,   0.085
19990528,   -2.28,    0.01,    0.71,   0.085
19990604,    1.44,   -0.58,   -0.86,   0.099
19990611,   -2.38,    1.92,    0.73,   0.099
19990618,    3.25,   -1.87,   -0.93,   0.099
19990625,   -1.82,    2.34,   -0.03,   0.099
19990702,    5.73,   -0.12,   -2.86,   0.095
19990709,    0.68,    0.62,   -1.07,   0.095
19990716,    1.13,    1.13,   -1.09,   0.095
19990723,   -4.36,    0.02,    2.23,   0.095
19990730,   -2.21,    1.48,    0.08,   0.095
19990806,   -2.87,   -1.54,    1.96,   0.097
19990813,    2.10,   -1.27,   -0.18,   0.097
19990820,    0.56,    0.16,   -0.83,   0.097
19990827,    0.94,    0.42,   -2.17,   0.097
19990903,    0.74,    0.60,   -1.49,   0.097
19990910,   -0.17,    1.78,   -0.18,   0.097
19990917,   -1.44,    0.11,    0.11,   0.097
19990924,   -4.15,    0.80,   -0.62,   0.097
19991001,    0.13,    1.36,   -1.82,   0.097
19991008,    4.06,   -3.13,   -1.77,   0.097
19991015,   -6.10,    2.60,    1.72,   0.097
19991022,    3.90,   -2.97,   -1.99,   0.097
19991029,    4.69,   -3.09,   -1.22,   0.097
19991105,    1.42,    2.17,   -1.70,   0.090
19991112,    1.81,    1.34,   -1.81,   0.090
19991119,    2.26,    2.15,   -2.20,   0.090
19991126,   -0.20,    1.29,   -1.62,   0.090
19991203,    1.31,   -0.16,   -0.63,   0.109
19991210,   -0.14,    3.23,   -3.47,   0.109
19991217,    0.12,    0.10,   -0.08,   0.109
19991223,    2.99,    0.48,   -2.03,   0.109
19991231,    1.23,    3.50,   -0.58,   0.109
20000107,   -2.49,   -0.85,    1.77,   0.103
20000114,    2.07,    1.94,   -1.21,   0.103
20000121,    0.02,    6.99,   -2.86,   0.103
20000128,   -5.71,    0.00,    2.01,   0.103
20000204,    4.46,    1.52,   -3.04,   0.108
20000211,   -1.45,    6.85,   -3.67,   0.108
20000218,   -1.89,    4.92,   -0.65,   0.108
20000225,    0.29,    2.59,   -1.52,   0.108
20000303,    6.46,    3.16,   -2.30,   0.117
20000310,   -0.33,    2.01,    0.05,   0.117
20000317,    1.76,  -10.72,    3.64,   0.117
20000324,    3.12,   -4.02,    0.88,   0.117
20000331,   -3.29,   -5.17,    4.19,   0.117
20000407,    0.00,   -1.34,    0.85,   0.115
20000414,  -13.74,   -9.42,    9.05,   0.115
20000420,    6.13,    2.31,   -2.93,   0.115
20000428,    2.29,    2.21,    0.76,   0.115
20000505,   -1.35,    1.87,   -0.25,   0.126
20000512,   -2.05,   -4.23,    3.58,   0.126
20000519,   -1.50,   -1.76,    1.37,   0.126
20000526,   -3.05,   -2.37,   -0.04,   0.126
20000602,    9.26,    3.90,   -6.35,   0.099
20000609,   -0.65,    4.60,   -1.06,   0.099
20000616,   -0.17,    0.29,   -0.78,   0.099
20000623,   -1.15,    1.66,   -0.79,   0.099
20000630,    1.20,    4.43,   -2.62,   0.099
20000707,    1.59,   -1.56,    1.76,   0.120
20000714,    2.77,    0.09,   -0.92,   0.120
20000721,   -2.41,    0.19,    1.45,   0.120
20000728,   -5.40,   -2.18,    6.06,   0.120
20000804,    3.23,   -2.67,    1.56,   0.126
20000811,    0.46,   -0.28,    1.89,   0.126
20000818,    1.42,    0.32,   -1.11,   0.126
20000825,    1.24,    1.28,   -2.38,   0.126
20000901,    1.91,    1.11,   -1.41,   0.127
20000908,   -2.25,   -0.63,    3.52,   0.127
20000915,   -1.88,    0.26,    1.81,   0.127
20000922,   -1.11,   -0.52,   -0.63,   0.127
20000929,   -0.71,   -0.65,    1.99,   0.127
20001006,   -3.73,   -1.58,    3.44,   0.140
20001013,   -2.67,   -0.11,    1.00,   0.140
20001020,    1.94,   -0.51,   -2.36,   0.140
20001027,   -1.73,   -0.64,    3.30,   0.140
20001103,    4.07,    1.36,   -1.88,   0.127
20001110,   -5.48,   -1.07,    5.33,   0.127
20001117,   -0.39,   -0.02,    2.07,   0.127
20001124,   -2.63,   -0.42,    2.10,   0.127
20001201,   -2.72,   -2.12,    3.74,   0.126
20001208,    5.30,   -0.84,   -1.74,   0.126
20001215,   -4.76,   -0.09,    3.29,   0.126
20001222,   -1.14,   -1.50,    4.83,   0.126
20001229,    1.53,    1.90,    1.26,   0.126
20010105,   -2.67,    1.26,    0.54,   0.134
20010112,    2.59,    3.73,   -4.01,   0.134
20010119,    1.63,    0.97,   -2.71,   0.134
20010126,    0.97,   -0.77,    1.73,   0.134
20010202,   -0.71,    0.42,    2.84,   0.094
20010209,   -2.73,    0.94,    3.67,   0.094
20010216,   -0.86,    0.48,    1.70,   0.094
20010223,   -4.57,   -0.41,    2.47,   0.094
20010302,   -1.28,   -0.90,    3.58,   0.104
20010309,   -0.51,   -0.97,    2.84,   0.104
20010316,   -6.91,    0.24,    2.52,   0.104
20010323,   -0.87,    0.89,   -1.69,   0.104
20010330,    1.51,   -0.02,    1.95,   0.104
20010406,   -3.24,   -1.28,    1.47,   0.098
20010412,    5.26,   -0.02,   -3.55,   0.098
20010420,    5.20,   -1.27,   -3.31,   0.098
20010427,    0.68,    2.43,    1.19,   0.098
20010504,    1.58,    1.42,   -1.25,   0.081
20010511,   -1.75,    0.91,    2.20,   0.081
20010518,    3.72,    0.06,   -0.69,   0.081
20010525,   -0.67,    1.72,   -0.57,   0.081
20010601,   -1.55,   -0.13,    2.47,   0.070
20010608,    0.51,    1.43,   -1.72,   0.070
20010615,   -4.37,    0.48,    2.67,   0.070
20010622,    0.60,   -1.78,    0.43,   0.070
20010629,    0.86,    5.35,   -2.39,   0.070
20010706,   -3.18,   -2.66,    2.76,   0.075
20010713,    1.86,   -1.19,    1.94,   0.075
20010720,   -0.65,    0.90,    0.22,   0.075
20010727,   -0.49,   -1.06,    0.54,   0.075
20010803,    0.69,   -0.15,    0.40,   0.077
20010810,   -2.30,   -0.48,    1.32,   0.077
20010817,   -2.25,    1.73,    1.07,   0.077
20010824,    1.70,   -0.27,   -1.38,   0.077
20010831,   -4.00,    1.30,    1.40,   0.077
20010907,   -4.35,   -0.35,    1.05,   0.069
20010910,    0.32,   -1.08,   -0.49,   0.069
20010921,  -11.95,   -2.82,   -0.29,   0.069
20010928,    7.43,   -2.31,    1.75,   0.069
20011005,    2.92,    0.90,   -3.58,   0.056
20011012,    2.18,    1.03,   -0.94,   0.056
20011019,   -1.54,    2.22,   -1.68,   0.056
20011026,    2.92,    1.22,   -3.04,   0.056
20011102,   -1.68,    0.77,    1.03,   0.044
20011109,    2.79,   -1.35,   -0.36,   0.044
20011116,    1.88,    0.24,    2.05,   0.044
20011123,    1.02,    0.75,   -0.49,   0.044
20011130,   -0.64,    1.33,    0.92,   0.044
20011207,    2.02,    1.70,    0.12,   0.037
20011214,   -2.87,    2.01,    0.21,   0.037
20011221,    1.96,   -0.04,    0.44,   0.037
20011228,    1.62,    0.49,   -0.47,   0.037
20020104,    1.05,    0.62,    0.72,   0.035
20020111,   -2.14,    0.74,    1.49,   0.035
20020118,   -1.83,   -1.07,    0.97,   0.035
20020125,    0.58,   -0.08,    0.63,   0.035
20020201,   -0.85,    1.58,   -0.01,   0.032
20020208,   -2.34,   -0.76,    0.89,   0.032
20020215,    0.66,    0.71,   -1.06,   0.032
20020222,   -1.41,   -0.14,    1.61,   0.032
20020301,    3.79,   -1.94,    1.16,   0.033
20020308,    3.15,    1.15,    0.02,   0.033
20020315,    0.09,    0.38,    0.12,   0.033
20020322,   -1.19,    2.07,    0.51,   0.033
20020328,   -0.04,    0.91,    0.80,   0.033
20020405,   -2.15,    0.20,    1.82,   0.038
20020412,   -0.51,    3.54,    1.50,   0.038
20020419,    1.26,   -0.34,    0.42,   0.038
20020426,   -4.13,    1.20,    0.66,   0.038
20020503,   -0.13,    1.65,    1.27,   0.036
20020510,   -1.79,   -2.03,    0.99,   0.036
20020517,    4.65,   -0.54,   -2.80,   0.036
20020524,   -2.20,   -1.45,    1.74,   0.036
20020531,   -1.47,    0.57,   -0.04,   0.036
20020607,   -3.51,   -0.36,    1.18,   0.032
20020614,   -2.11,    0.75,   -1.41,   0.032
20020621,   -1.77,    1.96,    1.40,   0.032
20020628,    0.01,    1.90,   -0.73,   0.032
20020705,   -0.75,   -3.26,   -0.50,   0.039
20020712,   -6.47,    1.10,    0.13,   0.039
20020719,   -7.25,    1.32,   -0.59,   0.039
20020726,    0.11,   -0.96,   -2.64,   0.039
20020802,    1.22,   -2.97,    0.25,   0.035
20020809,    4.80,   -1.99,   -0.83,   0.035
20020816,    2.33,   -0.87,    0.01,   0.035
20020823,    1.22,   -0.24,    0.82,   0.035
20020830,   -2.58,   -0.64,    2.03,   0.035
20020906,   -2.04,    1.67,    0.74,   0.036
20020913,   -0.47,    0.37,   -0.08,   0.036
20020920,   -5.05,   -0.66,    1.05,   0.036
20020927,   -1.92,    0.01,    0.05,   0.036
20021004,   -3.48,    0.97,   -0.86,   0.034
20021011,    3.80,   -4.08,   -3.33,   0.034
20021018,    5.80,   -0.03,   -1.95,   0.034
20021025,    1.51,    0.04,    1.21,   0.034
20021101,    0.63,    2.57,   -1.24,   0.029
20021108,   -0.79,    0.10,    0.11,   0.029
20021115,    1.77,    0.02,   -1.05,   0.029
20021122,    2.36,    0.88,   -0.54,   0.029
20021129,    0.72,    0.88,    1.06,   0.029
20021206,   -2.51,    0.59,    0.24,   0.028
20021213,   -2.39,    0.01,    1.17,   0.028
20021220,    0.59,   -1.15,    0.20,   0.028
20021227,   -2.00,    1.36,    0.09,   0.028
20030103,    3.50,   -2.19,    0.39,   0.024
20030110,    2.06,   -0.28,   -0.43,   0.024
20030117,   -2.63,    0.72,    1.46,   0.024
20030124,   -4.23,    1.58,   -0.88,   0.024
20030131,   -0.66,    0.55,   -0.84,   0.024
20030207,   -3.12,    0.17,   -0.31,   0.022
20030214,    0.35,   -0.28,   -1.03,   0.022
20030221,    1.73,    0.01,   -0.33,   0.022
20030228,   -0.78,   -0.22,    0.22,   0.022
20030307,   -1.42,   -0.29,   -0.27,   0.025
20030314,    0.58,   -0.01,   -1.48,   0.025
20030321,    7.21,   -1.60,   -0.85,   0.025
20030328,   -3.29,    1.92,    0.09,   0.025
20030404,    1.68,   -0.19,    0.24,   0.024
20030411,   -1.14,    0.34,    1.14,   0.024
20030417,    2.92,    0.21,   -0.26,   0.024
20030425,    0.70,    0.46,    0.31,   0.024
20030502,    3.70,    1.46,   -0.85,   0.022
20030509,    0.53,    1.23,    0.17,   0.022
20030516,    1.22,   -1.09,    1.11,   0.022
20030523,   -0.81,    0.79,    0.56,   0.022
20030530,    3.48,    2.51,   -1.31,   0.022
20030606,    2.57,    0.62,   -0.91,   0.025
20030613,    0.07,   -0.42,    1.11,   0.025
20030620,    0.65,    0.00,    0.03,   0.025
20030627,   -1.65,    1.51,   -0.02,   0.025
20030703,    1.11,    1.03,    0.05,   0.017
20030711,    1.65,    2.27,    0.13,   0.017
20030718,   -0.70,   -0.84,   -0.45,   0.017
20030725,    0.56,    0.64,   -0.88,   0.017
20030801,   -1.52,    1.55,    0.11,   0.017
20030808,   -0.70,   -2.20,   -0.11,   0.017
20030815,    1.74,    2.22,    0.40,   0.017
20030822,    0.71,    2.15,    1.29,   0.017
20030829,    1.66,    0.82,    0.48,   0.017
20030905,    1.42,    1.17,    0.21,   0.021
20030912,   -0.26,    1.07,   -0.75,   0.021
20030919,    1.80,    0.44,    0.44,   0.021
20030926,   -4.13,   -2.27,   -0.01,   0.021
20031003,    3.55,    1.66,    0.34,   0.018
20031010,    0.99,    0.29,    1.42,   0.018
20031017,    0.12,    0.58,    0.30,   0.018
20031024,   -1.09,   -1.21,   -0.83,   0.018
20031031,    2.45,    1.77,    0.64,   0.018
20031107,    0.68,    2.09,    1.10,   0.018
20031114,   -0.44,   -1.15,   -0.68,   0.018
20031121,   -1.40,   -0.13,    0.47,   0.018
20031128,    2.54,    1.15,    0.79,   0.018
20031205,   -0.03,   -1.12,    0.15,   0.020
20031212,    1.04,   -0.06,    0.75,   0.020
20031219,    1.12,   -1.59,    0.73,   0.020
20031226,    0.73,    0.66,    0.54,   0.020
20040102,    1.17,    0.03,    0.57,   0.017
20040109,    1.46,    1.42,    0.97,   0.017
20040116,    1.73,    1.16,    0.87,   0.017
20040123,    0.32,    0.38,    0.83,   0.017
20040130,   -1.19,   -1.15,   -1.22,   0.017
20040206,    0.91,   -0.63,   -0.34,   0.016
20040213,    0.47,   -0.25,    0.26,   0.016
20040220,   -0.27,   -0.78,    0.22,   0.016
20040227,    0.29,    0.31,    0.48,   0.016
20040305,    1.25,    0.83,    0.29,   0.022
20040312,   -3.07,    0.28,   -0.44,   0.022
20040319,   -1.12,   -1.20,    0.47,   0.022
20040326,   -0.13,    0.64,   -0.21,   0.022
20040402,    3.40,    2.31,    0.30,   0.020
20040408,   -0.15,   -0.04,   -0.17,   0.020
20040416,   -0.80,   -0.84,   -1.30,   0.020
20040423,    0.75,    0.49,   -0.18,   0.020
20040430,   -3.15,   -2.54,   -0.95,   0.020
20040507,   -0.98,   -0.72,   -1.26,   0.015
20040514,   -0.49,   -0.81,   -0.37,   0.015
20040521,   -0.11,    0.28,    0.59,   0.015
20040528,    2.79,    1.13,    0.72,   0.015
20040604,    0.11,   -0.13,   -0.17,   0.021
20040610,    0.94,   -0.78,    0.70,   0.021
20040618,   -0.15,    0.41,    0.09,   0.021
20040625,    0.39,    2.11,    0.69,   0.021
20040702,   -0.82,    0.16,    1.28,   0.024
20040709,   -1.43,   -2.00,    1.33,   0.024
20040716,   -1.09,   -0.93,    1.78,   0.024
20040723,   -1.66,   -1.51,    0.82,   0.024
20040730,    1.43,    0.74,   -0.70,   0.024
20040806,   -3.77,   -2.34,    2.30,   0.028
20040813,    0.03,   -0.60,    0.07,   0.028
20040820,    3.50,    1.98,   -1.39,   0.028
20040827,    0.83,   -0.09,   -0.49,   0.028
20040903,    0.55,    0.11,    0.41,   0.029
20040910,    1.11,    1.35,   -1.00,   0.029
20040917,    0.53,    0.05,    0.00,   0.029
20040924,   -1.45,    0.26,    0.81,   0.029
20041001,    1.96,    1.40,   -0.15,   0.028
20041008,   -0.90,   -0.82,    0.96,   0.028
20041015,   -1.22,    0.15,   -0.79,   0.028
20041022,   -0.93,    0.88,   -0.92,   0.028
20041029,    3.06,   -0.47,    0.25,   0.028
20041105,    3.20,    0.30,   -0.07,   0.039
20041112,    1.66,    0.97,    0.04,   0.039
20041119,   -1.03,    0.14,    0.66,   0.039
20041126,    1.25,    1.27,    1.19,   0.039
20041203,    0.86,    1.02,   -1.28,   0.041
20041210,   -0.42,   -1.17,    0.20,   0.041
20041217,    0.80,    0.89,    0.99,   0.041
20041223,    1.26,   -0.13,    0.00,   0.041
20041231,    0.29,    0.49,   -0.09,   0.041
20050107,   -2.64,   -3.17,    0.49,   0.041
20050114,    0.00,    0.53,    0.61,   0.041
20050121,   -1.33,    0.23,    0.48,   0.041
20050128,    0.25,    0.23,    0.21,   0.041
20050204,    2.90,    0.90,    0.44,   0.041
20050211,    0.08,   -0.69,    0.28,   0.041
20050218,   -0.33,   -0.34,    0.69,   0.041
20050225,    0.84,    0.18,    0.24,   0.041
20050304,    0.84,    0.25,    1.02,   0.053
20050311,   -1.77,   -1.01,    0.17,   0.053
20050318,   -0.86,   -0.05,    0.99,   0.053
20050324,   -1.41,    0.58,   -0.88,   0.053
20050401,   -0.02,   -1.00,    0.89,   0.051
20050408,    0.59,   -0.65,   -0.19,   0.051
20050415,   -3.41,   -1.37,   -0.85,   0.051
20050422,    0.70,    0.37,    0.22,   0.051
20050429,    0.16,   -2.40,   -0.03,   0.051
20050506,    1.53,    1.35,   -0.09,   0.060
20050513,   -1.55,   -0.49,   -1.57,   0.060
20050520,    3.20,    1.09,    0.03,   0.060
20050527,    0.95,    0.43,    0.53,   0.060
20050603,   -0.04,    0.57,    0.56,   0.057
20050610,    0.20,    0.53,    1.05,   0.057
20050617,    1.64,    0.89,    0.67,   0.057
20050624,   -1.99,   -0.43,    0.23,   0.057
20050701,    0.58,    1.53,    0.47,   0.059
20050708,    1.63,    1.31,   -0.93,   0.059
20050715,    1.18,   -0.61,   -0.63,   0.059
20050722,    0.56,    1.84,    0.46,   0.059
20050729,    0.16,    0.14,    0.26,   0.059
20050805,   -0.82,   -1.51,    0.27,   0.075
20050812,    0.23,   -0.63,    0.37,   0.075
20050819,   -0.96,   -0.34,    0.19,   0.075
20050826,   -1.13,    0.51,    0.35,   0.075
20050902,    1.20,    0.76,    0.27,   0.071
20050909,    1.84,    0.15,   -0.53,   0.071
20050916,   -0.50,   -0.44,    0.39,   0.071
20050923,   -1.90,   -0.30,    0.54,   0.071
20050930,    1.29,    0.43,    0.14,   0.071
20051007,   -2.72,   -0.35,   -0.06,   0.068
20051014,   -1.02,   -0.65,   -0.64,   0.068
20051021,   -0.43,    0.50,   -0.36,   0.068
20051028,    1.21,   -1.46,    1.24,   0.068
20051104,    2.28,    1.37,   -0.08,   0.078
20051111,    1.11,    0.04,   -0.84,   0.078
20051118,    1.00,   -0.43,   -0.36,   0.078
20051125,    1.56,    0.01,   -0.24,   0.078
20051202,   -0.12,    1.23,    0.33,   0.079
20051209,   -0.44,    0.23,    0.31,   0.079
20051216,    0.36,   -1.22,   -0.60,   0.079
20051223,    0.10,    0.23,   -0.09,   0.079
20051230,   -1.59,   -0.28,    0.76,   0.079
20060106,    2.92,    0.54,   -0.23,   0.087
20060113,    0.29,    1.06,   -0.14,   0.087
20060120,   -1.94,    1.33,    0.93,   0.087
20060127,    1.87,    1.84,    0.34,   0.087
20060203,   -1.35,    0.53,    0.17,   0.084
20060210,   -0.10,   -0.98,   -0.14,   0.084
20060217,    1.54,    0.17,    0.14,   0.084
20060224,    0.23,    0.42,    0.06,   0.084
20060303,   -0.13,    0.53,   -0.24,   0.092
20060310,   -0.84,   -0.92,    0.29,   0.092
20060317,    2.02,    0.37,    0.19,   0.092
20060324,   -0.12,    1.32,   -0.11,   0.092
20060331,   -0.23,    2.08,    0.09,   0.092
20060407,   -0.13,   -1.11,    0.92,   0.089
20060413,   -0.56,   -0.11,   -0.10,   0.089
20060421,    1.67,    0.80,    0.82,   0.089
20060428,   -0.24,   -0.88,    0.93,   0.089
20060505,    1.21,    0.92,    0.86,   0.108
20060512,   -2.86,   -2.34,    0.98,   0.108
20060519,   -2.06,   -0.91,    0.34,   0.108
20060526,    0.85,   -0.25,    0.02,   0.108
20060602,    0.70,    0.32,    0.54,   0.099
20060609,   -3.20,   -1.73,   -0.08,   0.099
20060616,   -0.32,   -1.16,   -0.12,   0.099
20060623,   -0.47,   -0.02,    0.41,   0.099
20060630,    2.23,    1.98,    0.56,   0.099
20060707,   -0.76,   -1.53,    0.89,   0.099
20060714,   -2.82,   -1.49,    0.88,   0.099
20060721,   -0.10,   -1.90,    1.04,   0.099
20060728,    3.07,    0.65,    0.22,   0.099
20060804,    0.07,    0.01,   -0.30,   0.105
20060811,   -1.30,   -1.70,    0.00,   0.105
20060818,    2.97,    1.87,   -1.59,   0.105
20060825,   -0.88,   -0.98,    0.35,   0.105
20060901,    1.55,    1.83,   -0.34,   0.102
20060908,   -1.11,   -0.74,    0.57,   0.102
20060915,    1.65,    1.19,   -0.69,   0.102
20060922,   -0.66,   -0.98,    0.48,   0.102
20060929,    1.47,   -0.51,   -0.31,   0.102
20061006,    1.09,    0.68,   -0.33,   0.101
20061013,    1.40,    1.49,    0.09,   0.101
20061020,    0.05,   -0.20,    0.08,   0.101
20061027,    0.62,   -0.40,    0.28,   0.101
20061103,   -1.05,   -0.61,    0.08,   0.106
20061110,    1.36,    0.95,    0.24,   0.106
20061117,    1.53,    1.00,   -0.63,   0.106
20061124,    0.01,    0.41,   -0.19,   0.106
20061201,   -0.50,   -1.13,    0.55,   0.101
20061208,    1.02,    0.37,    0.41,   0.101
20061215,    0.95,   -1.30,    1.57,   0.101
20061222,   -1.27,   -0.21,    0.72,   0.101
20061229,    0.47,    0.41,    0.29,   0.101
20070105,   -0.66,   -0.62,   -0.70,   0.111
20070112,    1.73,    0.90,   -0.87,   0.111
20070119,   -0.31,   -1.12,    0.62,   0.111
20070126,   -0.57,    0.81,    0.36,   0.111
20070202,    1.94,    0.60,    0.51,   0.096
20070209,   -0.65,    0.36,    0.25,   0.096
20070216,    1.22,   -0.05,   -0.05,   0.096
20070223,   -0.05,    1.46,   -0.78,   0.096
20070302,   -4.62,   -1.49,    0.84,   0.106
20070309,    1.00,    0.08,   -0.05,   0.106
20070316,   -1.18,    0.48,   -0.37,   0.106
20070323,    3.48,    0.04,   -0.22,   0.106
20070330,   -1.08,    0.05,   -0.03,   0.106
20070405,    1.55,   -0.03,   -0.57,   0.109
20070413,    0.58,    0.25,   -0.05,   0.109
20070420,    1.82,   -1.05,    0.50,   0.109
20070427,    0.41,   -0.30,   -1.01,   0.109
20070504,    0.69,   -0.59,    0.37,   0.101
20070511,   -0.09,   -0.68,    0.53,   0.101
20070518,    0.82,   -1.58,   -0.04,   0.101
20070525,   -0.33,    1.21,   -0.57,   0.101
20070601,    1.56,    1.09,   -0.36,   0.099
20070608,   -1.99,   -0.08,   -0.08,   0.099
20070615,    1.58,   -0.03,   -0.32,   0.099
20070622,   -1.98,    0.56,   -0.14,   0.099
20070629,    0.01,   -0.04,   -0.54,   0.099
20070706,    1.88,    0.01,   -0.68,   0.099
20070713,    1.25,   -0.87,   -0.77,   0.099
20070720,   -1.34,   -0.44,   -1.30,   0.099
20070727,   -5.18,   -1.35,   -0.62,   0.099
20070803,   -1.90,   -0.88,   -1.41,   0.104
20070810,    1.40,    2.05,   -1.08,   0.104
20070817,   -0.74,   -0.39,    1.59,   0.104
20070824,    2.33,   -0.74,   -0.31,   0.104
20070831,   -0.44,   -0.03,   -1.12,   0.104
20070907,   -1.34,   -0.47,   -0.28,   0.081
20070914,    1.84,   -1.25,   -0.52,   0.081
20070921,    2.65,    0.36,    0.08,   0.081
20070928,    0.07,   -0.88,   -1.09,   0.081
20071005,    2.28,    1.88,    0.05,   0.080
20071012,    0.29,   -0.94,   -0.55,   0.080
20071019,   -3.86,   -0.92,   -1.07,   0.080
20071026,    2.17,    0.46,   -0.35,   0.080
20071102,   -1.64,   -0.82,   -1.87,   0.085
20071109,   -3.68,    0.47,    1.25,   0.085
20071116,    0.19,   -0.87,   -0.54,   0.085
20071123,   -1.49,   -0.24,   -0.20,   0.085
20071130,    2.79,   -1.46,   -0.51,   0.085
20071207,    1.73,    0.21,    0.12,   0.068
20071214,   -2.63,   -1.16,   -0.60,   0.068
20071221,    1.23,    2.46,   -0.51,   0.068
20071228,   -0.49,   -1.24,    0.07,   0.068
20080104,   -4.76,   -1.53,    0.08,   0.054
20080111,   -1.12,   -1.59,   -0.55,   0.054
20080118,   -5.18,    1.36,   -0.10,   0.054
20080125,    0.64,    0.89,    2.56,   0.054
20080201,    5.05,    0.74,    2.48,   0.033
20080208,   -4.30,    0.55,    0.07,   0.033
20080215,    1.26,   -1.25,   -0.15,   0.033
20080222,    0.08,   -0.73,    0.05,   0.033
20080229,   -1.53,    0.52,   -1.01,   0.033
20080307,   -2.96,   -0.58,   -0.39,   0.043
20080314,   -0.45,    0.91,   -0.55,   0.043
20080320,    2.70,   -0.95,    1.25,   0.043
20080328,   -0.71,    1.51,   -0.98,   0.043
20080404,    4.18,   -0.21,   -0.03,   0.044
20080411,   -2.65,   -0.85,    0.22,   0.044
20080418,    3.96,    0.20,   -0.22,   0.044
20080425,    0.45,   -0.72,   -0.88,   0.044
20080502,    1.16,   -0.71,    0.86,   0.045
20080509,   -1.51,    1.11,   -0.43,   0.045
20080516,    2.71,    0.42,   -0.48,   0.045
20080523,   -3.22,    1.21,   -0.16,   0.045
20080530,    2.10,    1.10,   -0.55,   0.045
20080606,   -2.41,    1.58,   -0.57,   0.043
20080613,   -0.17,   -0.40,   -0.99,   0.043
20080620,   -2.80,    2.02,   -0.66,   0.043
20080627,   -3.26,   -0.63,   -0.71,   0.043
20080703,   -1.95,   -3.10,   -0.95,   0.038
20080711,   -1.31,    2.53,   -2.38,   0.038
20080718,    1.64,    0.04,    6.25,   0.038
20080725,   -0.03,    2.75,    0.26,   0.038
20080801,    0.39,   -0.34,    2.80,   0.032
20080808,    2.55,    0.96,    0.57,   0.032
20080815,    0.63,    2.90,   -0.43,   0.032
20080822,   -0.68,   -1.42,   -1.73,   0.032
20080829,   -0.49,    0.30,    2.24,   0.032
20080905,   -3.16,    0.17,    4.68,   0.038
20080912,    0.48,   -0.70,    0.61,   0.038
20080919,    0.88,    1.74,    5.37,   0.038
20080926,   -4.02,   -2.49,   -2.47,   0.038
20081003,   -9.60,   -1.77,    0.75,   0.020
20081010,  -18.00,    3.60,   -4.22,   0.020
20081017,    4.61,   -3.69,    0.93,   0.020
20081024,   -7.24,   -3.22,   -1.24,   0.020
20081031,   10.78,    2.77,    0.43,   0.020
20081107,   -4.01,   -1.67,   -1.91,   0.007
20081114,   -6.45,   -2.52,   -2.96,   0.007
20081121,   -8.76,    1.17,   -8.73,   0.007
20081128,   12.61,   -0.58,    9.95,   0.007
20081205,   -2.14,   -0.43,    2.72,   0.000
20081212,    0.66,    1.22,   -3.83,   0.000
20081219,    1.34,    1.94,    0.08,   0.000
20081226,   -1.63,    0.17,   -0.91,   0.000
20090102,    6.84,   -0.69,    1.32,   0.000
20090109,   -4.11,    1.26,   -2.18,   0.000
20090116,   -4.25,    2.69,   -5.77,   0.000
20090123,   -2.53,   -2.31,   -2.60,   0.000
20090130,   -0.58,   -0.24,   -1.37,   0.000
20090206,    5.40,    1.00,   -1.54,   0.003
20090213,   -4.42,    0.77,   -3.34,   0.003
20090220,   -6.87,    0.10,   -5.60,   0.003
20090227,   -4.20,   -1.57,    2.67,   0.003
20090306,   -7.03,   -0.54,   -6.90,   0.004
20090313,   10.69,   -1.48,    8.86,   0.004
20090320,    1.76,    0.45,    2.26,   0.004
20090327,    6.42,   -0.59,    3.95,   0.004
20090403,    3.49,    2.78,    0.30,   0.003
